edad,edad2,educ,ingreso_total_familiar,num_miembros_hogar,horastrab,pobre,AÑO,ITF
25.0,625.0,10.0,2279351.245916029,3,,0,2005,1280
33.0,1089.0,16.0,1424594.528697518,1,,0,2005,800
71.0,5041.0,13.0,2671114.7413078463,1,,0,2005,1500
70.0,4900.0,15.0,2154699.224654996,1,,0,2005,1210
57.0,3249.0,19.0,8725641.488272298,2,,0,2005,4900
53.0,2809.0,19.0,8725641.488272298,2,,0,2005,4900
50.0,2500.0,16.0,4451857.902179744,5,,0,2005,2500
38.0,1444.0,16.0,4451857.902179744,5,,0,2005,2500
38.0,1444.0,19.0,4451857.902179744,5,,0,2005,2500
6.0,36.0,1.0,4451857.902179744,5,,0,2005,2500
4.0,16.0,0.0,4451857.902179744,5,,0,2005,2500
48.0,2304.0,10.0,2136891.793046277,3,,0,2005,1200
44.0,1936.0,13.0,2136891.793046277,3,,0,2005,1200
6.0,36.0,2.0,2136891.793046277,3,,0,2005,1200
69.0,4761.0,8.0,1941010.0453503684,5,,0,2005,1090
59.0,3481.0,8.0,1941010.0453503684,5,,0,2005,1090
29.0,841.0,16.0,1941010.0453503684,5,,0,2005,1090
19.0,361.0,13.0,1941010.0453503684,5,,0,2005,1090
17.0,289.0,12.0,1941010.0453503684,5,,0,2005,1090
41.0,1681.0,8.0,1424594.528697518,4,,0,2005,800
38.0,1444.0,8.0,1424594.528697518,4,,0,2005,800
16.0,256.0,12.0,1424594.528697518,4,,0,2005,800
10.0,100.0,6.0,1424594.528697518,4,,0,2005,800
88.0,7744.0,8.0,833387.7992880481,1,,0,2005,468
46.0,2116.0,13.0,5342229.482615693,4,,0,2005,3000
44.0,1936.0,19.0,5342229.482615693,4,,0,2005,3000
17.0,289.0,13.0,5342229.482615693,4,,0,2005,3000
14.0,196.0,9.0,5342229.482615693,4,,0,2005,3000
77.0,5929.0,15.0,2938226.215438631,2,,0,2005,1650
70.0,4900.0,13.0,2938226.215438631,2,,0,2005,1650
38.0,1444.0,19.0,6766824.01131321,2,,0,2005,3800
37.0,1369.0,23.0,6766824.01131321,2,,0,2005,3800
76.0,5776.0,10.0,2671114.7413078463,1,,0,2005,1500
56.0,3136.0,8.0,2671114.7413078463,4,42.0,0,2005,1500
53.0,2809.0,8.0,2671114.7413078463,4,42.0,0,2005,1500
19.0,361.0,12.0,2671114.7413078463,4,,0,2005,1500
18.0,324.0,13.0,2671114.7413078463,4,,0,2005,1500
27.0,729.0,16.0,1460209.391914956,3,,0,2005,820
27.0,729.0,16.0,1460209.391914956,3,,0,2005,820
10.0,100.0,6.0,1460209.391914956,3,,0,2005,820
46.0,2116.0,8.0,8440722.582532795,4,,0,2005,4740
48.0,2304.0,8.0,8440722.582532795,4,,0,2005,4740
19.0,361.0,14.0,8440722.582532795,4,,0,2005,4740
17.0,289.0,12.0,8440722.582532795,4,,0,2005,4740
79.0,6241.0,8.0,712297.264348759,1,,0,2005,400
45.0,2025.0,13.0,569837.8114790072,7,20.0,1,2005,320
52.0,2704.0,10.0,569837.8114790072,7,0.0,1,2005,320
19.0,361.0,11.0,569837.8114790072,7,,1,2005,320
16.0,256.0,10.0,569837.8114790072,7,,1,2005,320
18.0,324.0,11.0,569837.8114790072,7,,1,2005,320
14.0,196.0,8.0,569837.8114790072,7,,1,2005,320
12.0,144.0,1.0,569837.8114790072,7,,1,2005,320
64.0,4096.0,13.0,4986080.850441313,2,40.0,0,2005,2800
59.0,3481.0,15.0,4986080.850441313,2,45.0,0,2005,2800
67.0,4489.0,8.0,1121868.1913492954,2,,0,2005,630
65.0,4225.0,13.0,1121868.1913492954,2,,0,2005,630
62.0,3844.0,19.0,9081790.120446678,2,,0,2005,5100
58.0,3364.0,19.0,9081790.120446678,2,,0,2005,5100
65.0,4225.0,13.0,1260766.1578973033,2,,0,2005,708
39.0,1521.0,16.0,1260766.1578973033,2,,0,2005,708
62.0,3844.0,13.0,3650523.4797873897,3,,0,2005,2050
55.0,3025.0,13.0,3650523.4797873897,3,,0,2005,2050
27.0,729.0,13.0,3650523.4797873897,3,,0,2005,2050
57.0,3249.0,13.0,4451857.902179744,1,,0,2005,2500
39.0,1521.0,11.0,997216.1700882626,4,,1,2005,560
61.0,3721.0,8.0,997216.1700882626,4,,1,2005,560
5.0,25.0,1.0,997216.1700882626,4,,1,2005,560
4.0,16.0,0.0,997216.1700882626,4,,1,2005,560
48.0,2304.0,,5573726.093529039,3,,0,2005,3130
44.0,1936.0,19.0,5573726.093529039,3,,0,2005,3130
5.0,25.0,0.0,5573726.093529039,3,,0,2005,3130
50.0,2500.0,13.0,5164155.1665285025,5,,0,2005,2900
46.0,2116.0,13.0,5164155.1665285025,5,,0,2005,2900
15.0,225.0,10.0,5164155.1665285025,5,,0,2005,2900
10.0,100.0,6.0,5164155.1665285025,5,,0,2005,2900
53.0,2809.0,10.0,5164155.1665285025,5,,0,2005,2900
62.0,3844.0,17.0,4095709.2700053644,4,,0,2005,2300
52.0,2704.0,19.0,4095709.2700053644,4,,0,2005,2300
16.0,256.0,12.0,4095709.2700053644,4,,0,2005,2300
13.0,169.0,9.0,4095709.2700053644,4,,0,2005,2300
79.0,6241.0,19.0,3205337.6895694155,2,,0,2005,1800
72.0,5184.0,13.0,3205337.6895694155,2,,0,2005,1800
65.0,4225.0,13.0,979408.7384795436,1,,0,2005,550
66.0,4356.0,19.0,3561486.321743795,1,,0,2005,2000
43.0,1849.0,13.0,7869104.0278929155,6,,0,2005,4419
43.0,1849.0,19.0,7869104.0278929155,6,,0,2005,4419
14.0,196.0,10.0,7869104.0278929155,6,,0,2005,4419
10.0,100.0,6.0,7869104.0278929155,6,,0,2005,4419
7.0,49.0,3.0,7869104.0278929155,6,,0,2005,4419
3.0,9.0,0.0,7869104.0278929155,6,,0,2005,4419
33.0,1089.0,13.0,1068445.8965231385,5,,1,2005,600
32.0,1024.0,13.0,1068445.8965231385,5,,1,2005,600
8.0,64.0,2.0,1068445.8965231385,5,,1,2005,600
3.0,9.0,0.0,1068445.8965231385,5,,1,2005,600
,,,1068445.8965231385,5,,1,2005,600
53.0,2809.0,13.0,890371.5804359488,1,,0,2005,500
38.0,1444.0,8.0,2849189.057395036,5,,0,2005,1600
37.0,1369.0,8.0,2849189.057395036,5,,0,2005,1600
21.0,441.0,9.0,2849189.057395036,5,,0,2005,1600
18.0,324.0,13.0,2849189.057395036,5,,0,2005,1600
16.0,256.0,10.0,2849189.057395036,5,,0,2005,1600
34.0,1156.0,10.0,712297.264348759,3,,1,2005,400
11.0,121.0,6.0,712297.264348759,3,,1,2005,400
3.0,9.0,0.0,712297.264348759,3,,1,2005,400
66.0,4356.0,8.0,1513631.686741113,2,,0,2005,850
64.0,4096.0,9.0,1513631.686741113,2,,0,2005,850
34.0,1156.0,16.0,1780743.1608718976,1,,0,2005,1000
30.0,900.0,13.0,1602668.8447847078,3,,0,2005,900
30.0,900.0,13.0,1602668.8447847078,3,,0,2005,900
4.0,16.0,0.0,1602668.8447847078,3,,0,2005,900
65.0,4225.0,13.0,2991648.510264788,2,,0,2005,1680
62.0,3844.0,13.0,2991648.510264788,2,,0,2005,1680
37.0,1369.0,12.0,3908731.238113815,3,0.0,0,2005,2195
30.0,900.0,19.0,3908731.238113815,3,40.0,0,2005,2195
4.0,16.0,0.0,3908731.238113815,3,,0,2005,2195
48.0,2304.0,13.0,267111.4741307846,4,,1,2005,150
12.0,144.0,9.0,267111.4741307846,4,,1,2005,150
12.0,144.0,9.0,267111.4741307846,4,,1,2005,150
8.0,64.0,4.0,267111.4741307846,4,,1,2005,150
83.0,6889.0,5.0,1032831.0333057005,1,,0,2005,580
54.0,2916.0,19.0,14156908.128931586,2,,0,2005,7950
54.0,2916.0,15.0,14156908.128931586,2,,0,2005,7950
39.0,1521.0,19.0,3185749.514799825,1,,0,2005,1789
31.0,961.0,8.0,267111.4741307846,3,,1,2005,150
8.0,64.0,3.0,267111.4741307846,3,,1,2005,150
3.0,9.0,,267111.4741307846,3,,1,2005,150
46.0,2116.0,13.0,4220361.291266398,4,,0,2005,2370
46.0,2116.0,13.0,4220361.291266398,4,,0,2005,2370
10.0,100.0,6.0,4220361.291266398,4,,0,2005,2370
7.0,49.0,2.0,4220361.291266398,4,,0,2005,2370
51.0,2601.0,23.0,24129069.82981421,4,,0,2005,13550
47.0,2209.0,19.0,24129069.82981421,4,,0,2005,13550
20.0,400.0,14.0,24129069.82981421,4,,0,2005,13550
18.0,324.0,13.0,24129069.82981421,4,,0,2005,13550
43.0,1849.0,13.0,2314966.1091334666,5,,0,2005,1300
40.0,1600.0,1.0,2314966.1091334666,5,,0,2005,1300
21.0,441.0,0.0,2314966.1091334666,5,,0,2005,1300
17.0,289.0,10.0,2314966.1091334666,5,,0,2005,1300
13.0,169.0,9.0,2314966.1091334666,5,,0,2005,1300
33.0,1089.0,19.0,3383412.005656605,2,,0,2005,1900
31.0,961.0,19.0,3383412.005656605,2,,0,2005,1900
47.0,2209.0,13.0,1068445.8965231385,7,40.0,1,2005,600
46.0,2116.0,13.0,1068445.8965231385,7,32.0,1,2005,600
19.0,361.0,13.0,1068445.8965231385,7,,1,2005,600
10.0,100.0,6.0,1068445.8965231385,7,,1,2005,600
26.0,676.0,17.0,1068445.8965231385,7,,1,2005,600
18.0,324.0,12.0,1068445.8965231385,7,,1,2005,600
23.0,529.0,8.0,1068445.8965231385,7,,1,2005,600
29.0,841.0,19.0,2136891.793046277,1,,0,2005,1200
43.0,1849.0,13.0,3383412.005656605,4,,0,2005,1900
46.0,2116.0,8.0,3383412.005656605,4,,0,2005,1900
14.0,196.0,10.0,3383412.005656605,4,,0,2005,1900
11.0,121.0,7.0,3383412.005656605,4,,0,2005,1900
83.0,6889.0,8.0,961601.3068708247,1,,0,2005,540
64.0,4096.0,8.0,1210905.3493928902,1,,0,2005,680
64.0,4096.0,13.0,2493040.4252206567,1,,0,2005,1400
19.0,361.0,13.0,7142560.818257181,4,,0,2005,4011
21.0,441.0,13.0,7142560.818257181,4,,0,2005,4011
24.0,576.0,17.0,7142560.818257181,4,,0,2005,4011
26.0,676.0,17.0,7142560.818257181,4,,0,2005,4011
44.0,1936.0,8.0,3126984.990491052,3,,0,2005,1756
37.0,1369.0,8.0,3126984.990491052,3,,0,2005,1756
6.0,36.0,1.0,3126984.990491052,3,,0,2005,1756
42.0,1764.0,11.0,2314966.1091334666,4,,0,2005,1300
41.0,1681.0,8.0,2314966.1091334666,4,,0,2005,1300
23.0,529.0,13.0,2314966.1091334666,4,,0,2005,1300
18.0,324.0,9.0,2314966.1091334666,4,,0,2005,1300
59.0,3481.0,15.0,5288807.187789536,2,,0,2005,2970
33.0,1089.0,17.0,5288807.187789536,2,,0,2005,2970
32.0,1024.0,16.0,8903715.804359488,3,,0,2005,5000
28.0,784.0,19.0,8903715.804359488,3,,0,2005,5000
,,,8903715.804359488,3,,0,2005,5000
44.0,1936.0,8.0,1442401.960306237,4,,0,2005,810
40.0,1600.0,8.0,1442401.960306237,4,,0,2005,810
14.0,196.0,10.0,1442401.960306237,4,,0,2005,810
11.0,121.0,6.0,1442401.960306237,4,,0,2005,810
51.0,2601.0,12.0,2386195.835568343,3,40.0,0,2005,1340
29.0,841.0,12.0,2386195.835568343,3,12.0,0,2005,1340
5.0,25.0,0.0,2386195.835568343,3,,0,2005,1340
32.0,1024.0,15.0,1299942.5074364853,5,,1,2005,730
15.0,225.0,9.0,1299942.5074364853,5,,1,2005,730
14.0,196.0,9.0,1299942.5074364853,5,,1,2005,730
31.0,961.0,13.0,1299942.5074364853,5,,1,2005,730
25.0,625.0,12.0,1299942.5074364853,5,,1,2005,730
85.0,7225.0,2.0,1157483.0545667333,1,,0,2005,650
27.0,729.0,12.0,1869780.3189154924,1,,0,2005,1050
34.0,1156.0,23.0,17807431.608718976,4,,0,2005,10000
33.0,1089.0,19.0,17807431.608718976,4,,0,2005,10000
5.0,25.0,0.0,17807431.608718976,4,,0,2005,10000
3.0,9.0,0.0,17807431.608718976,4,,0,2005,10000
46.0,2116.0,16.0,4986080.850441313,4,,0,2005,2800
38.0,1444.0,16.0,4986080.850441313,4,,0,2005,2800
14.0,196.0,10.0,4986080.850441313,4,,0,2005,2800
10.0,100.0,6.0,4986080.850441313,4,,0,2005,2800
66.0,4356.0,8.0,2831381.625786317,4,,0,2005,1590
63.0,3969.0,8.0,2831381.625786317,4,,0,2005,1590
31.0,961.0,10.0,2831381.625786317,4,,0,2005,1590
24.0,576.0,10.0,2831381.625786317,4,,0,2005,1590
33.0,1089.0,15.0,1335557.3706539231,2,,0,2005,750
3.0,9.0,0.0,1335557.3706539231,2,,0,2005,750
55.0,3025.0,19.0,1780743.1608718976,2,,0,2005,1000
58.0,3364.0,15.0,1780743.1608718976,2,,0,2005,1000
22.0,484.0,13.0,356148.6321743795,1,,0,2005,200
49.0,2401.0,19.0,7122972.64348759,3,,0,2005,4000
51.0,2601.0,19.0,7122972.64348759,3,,0,2005,4000
18.0,324.0,13.0,7122972.64348759,3,,0,2005,4000
46.0,2116.0,13.0,5965489.588920857,3,,0,2005,3350
46.0,2116.0,19.0,5965489.588920857,3,,0,2005,3350
13.0,169.0,9.0,5965489.588920857,3,,0,2005,3350
77.0,5929.0,8.0,548468.8935485445,1,,0,2005,308
56.0,3136.0,19.0,1780743.1608718976,1,,0,2005,1000
39.0,1521.0,23.0,5965489.588920857,3,,0,2005,3350
10.0,100.0,5.0,5965489.588920857,3,,0,2005,3350
50.0,2500.0,13.0,5965489.588920857,3,,0,2005,3350
61.0,3721.0,5.0,961601.3068708247,1,,0,2005,540
60.0,3600.0,14.0,3240952.5527868536,3,,0,2005,1820
61.0,3721.0,13.0,3240952.5527868536,3,,0,2005,1820
31.0,961.0,14.0,3240952.5527868536,3,,0,2005,1820
53.0,2809.0,8.0,4786637.616423661,4,,0,2005,2688
43.0,1849.0,8.0,4786637.616423661,4,,0,2005,2688
21.0,441.0,16.0,4786637.616423661,4,,0,2005,2688
17.0,289.0,13.0,4786637.616423661,4,,0,2005,2688
61.0,3721.0,11.0,3267663.700199932,7,,0,2005,1835
51.0,2601.0,13.0,3267663.700199932,7,,0,2005,1835
24.0,576.0,16.0,3267663.700199932,7,,0,2005,1835
21.0,441.0,14.0,3267663.700199932,7,,0,2005,1835
14.0,196.0,9.0,3267663.700199932,7,,0,2005,1835
85.0,7225.0,4.0,3267663.700199932,7,,0,2005,1835
81.0,6561.0,8.0,3267663.700199932,7,,0,2005,1835
82.0,6724.0,8.0,1424594.528697518,1,,0,2005,800
68.0,4624.0,11.0,548468.8935485445,1,,0,2005,308
32.0,1024.0,15.0,890371.5804359488,1,,0,2005,500
38.0,1444.0,12.0,0.0,2,,1,2005,0
65.0,4225.0,11.0,0.0,2,,1,2005,0
25.0,625.0,13.0,1262546.9010581754,2,,0,2005,709
26.0,676.0,15.0,1262546.9010581754,2,,0,2005,709
78.0,6084.0,8.0,445185.7902179744,1,,0,2005,250
58.0,3364.0,13.0,2671114.7413078463,4,,0,2005,1500
56.0,3136.0,8.0,2671114.7413078463,4,,0,2005,1500
27.0,729.0,13.0,2671114.7413078463,4,,0,2005,1500
21.0,441.0,13.0,2671114.7413078463,4,,0,2005,1500
44.0,1936.0,11.0,2493040.4252206567,5,,0,2005,1400
22.0,484.0,14.0,2493040.4252206567,5,,0,2005,1400
20.0,400.0,13.0,2493040.4252206567,5,,0,2005,1400
18.0,324.0,13.0,2493040.4252206567,5,,0,2005,1400
9.0,81.0,4.0,2493040.4252206567,5,,0,2005,1400
54.0,2916.0,17.0,19588174.769590873,5,40.0,0,2005,11000
52.0,2704.0,14.0,19588174.769590873,5,40.0,0,2005,11000
24.0,576.0,17.0,19588174.769590873,5,,0,2005,11000
22.0,484.0,14.0,19588174.769590873,5,,0,2005,11000
19.0,361.0,13.0,19588174.769590873,5,,0,2005,11000
56.0,3136.0,8.0,6232601.063051641,3,,0,2005,3500
54.0,2916.0,8.0,6232601.063051641,3,,0,2005,3500
21.0,441.0,16.0,6232601.063051641,3,,0,2005,3500
53.0,2809.0,13.0,4236387.979714245,7,,0,2005,2379
48.0,2304.0,13.0,4236387.979714245,7,,0,2005,2379
28.0,784.0,15.0,4236387.979714245,7,,0,2005,2379
25.0,625.0,19.0,4236387.979714245,7,,0,2005,2379
15.0,225.0,10.0,4236387.979714245,7,,0,2005,2379
12.0,144.0,7.0,4236387.979714245,7,,0,2005,2379
5.0,25.0,0.0,4236387.979714245,7,,0,2005,2379
61.0,3721.0,13.0,2092373.2140244795,3,,0,2005,1175
67.0,4489.0,8.0,2092373.2140244795,3,,0,2005,1175
26.0,676.0,13.0,2092373.2140244795,3,,0,2005,1175
76.0,5776.0,4.0,1705951.9481152778,1,,0,2005,958
36.0,1296.0,8.0,534222.9482615693,3,,1,2005,300
14.0,196.0,1.0,534222.9482615693,3,,1,2005,300
8.0,64.0,4.0,534222.9482615693,3,,1,2005,300
52.0,2704.0,13.0,1299942.5074364853,4,,0,2005,730
47.0,2209.0,11.0,1299942.5074364853,4,,0,2005,730
22.0,484.0,13.0,1299942.5074364853,4,,0,2005,730
13.0,169.0,8.0,1299942.5074364853,4,,0,2005,730
78.0,6084.0,6.0,1139675.6229580145,6,26.0,1,2005,640
65.0,4225.0,5.0,1139675.6229580145,6,0.0,1,2005,640
43.0,1849.0,7.0,1139675.6229580145,6,,1,2005,640
17.0,289.0,12.0,1139675.6229580145,6,,1,2005,640
14.0,196.0,9.0,1139675.6229580145,6,,1,2005,640
8.0,64.0,3.0,1139675.6229580145,6,,1,2005,640
76.0,5776.0,8.0,550249.6367094163,1,,0,2005,309
41.0,1681.0,13.0,3561486.321743795,2,,0,2005,2000
36.0,1296.0,13.0,3561486.321743795,2,,0,2005,2000
60.0,3600.0,19.0,890371.5804359488,4,,1,2005,500
59.0,3481.0,19.0,890371.5804359488,4,,1,2005,500
23.0,529.0,18.0,890371.5804359488,4,,1,2005,500
20.0,400.0,15.0,890371.5804359488,4,,1,2005,500
34.0,1156.0,4.0,267111.4741307846,3,,1,2005,150
27.0,729.0,9.0,267111.4741307846,3,,1,2005,150
5.0,25.0,1.0,267111.4741307846,3,,1,2005,150
50.0,2500.0,14.0,2866996.489003755,7,,0,2005,1610
18.0,324.0,11.0,2866996.489003755,7,,0,2005,1610
8.0,64.0,4.0,2866996.489003755,7,,0,2005,1610
19.0,361.0,13.0,2866996.489003755,7,,0,2005,1610
22.0,484.0,9.0,2866996.489003755,7,,0,2005,1610
1.0,1.0,0.0,2866996.489003755,7,,0,2005,1610
15.0,225.0,9.0,2866996.489003755,7,,0,2005,1610
19.0,361.0,8.0,1691706.0028283026,6,,1,2005,950
42.0,1764.0,8.0,1691706.0028283026,6,,1,2005,950
42.0,1764.0,8.0,1691706.0028283026,6,,1,2005,950
17.0,289.0,11.0,1691706.0028283026,6,,1,2005,950
16.0,256.0,7.0,1691706.0028283026,6,,1,2005,950
14.0,196.0,8.0,1691706.0028283026,6,,1,2005,950
26.0,676.0,13.0,1574176.9542107575,8,48.0,1,2005,884
25.0,625.0,8.0,1574176.9542107575,8,0.0,1,2005,884
5.0,25.0,0.0,1574176.9542107575,8,,1,2005,884
4.0,16.0,0.0,1574176.9542107575,8,,1,2005,884
2.0,4.0,,1574176.9542107575,8,,1,2005,884
1.0,1.0,0.0,1574176.9542107575,8,,1,2005,884
22.0,484.0,,1574176.9542107575,8,,1,2005,884
,,,1574176.9542107575,8,,1,2005,884
55.0,3025.0,8.0,0.0,3,,1,2005,0
52.0,2704.0,8.0,0.0,3,,1,2005,0
18.0,324.0,13.0,0.0,3,,1,2005,0
43.0,1849.0,13.0,712297.264348759,6,,1,2005,400
42.0,1764.0,13.0,712297.264348759,6,,1,2005,400
19.0,361.0,15.0,712297.264348759,6,,1,2005,400
17.0,289.0,13.0,712297.264348759,6,,1,2005,400
16.0,256.0,12.0,712297.264348759,6,,1,2005,400
11.0,121.0,7.0,712297.264348759,6,,1,2005,400
25.0,625.0,13.0,2970279.592334325,2,,0,2005,1668
4.0,16.0,0.0,2970279.592334325,2,,0,2005,1668
65.0,4225.0,13.0,2030047.2033939632,2,0.0,0,2005,1140
64.0,4096.0,8.0,2030047.2033939632,2,0.0,0,2005,1140
54.0,2916.0,11.0,53422.294826156925,1,,1,2005,30
44.0,1936.0,10.0,1691706.0028283026,1,,0,2005,950
56.0,3136.0,8.0,1068445.8965231385,2,,0,2005,600
50.0,2500.0,4.0,1068445.8965231385,2,,0,2005,600
59.0,3481.0,6.0,409570.9270005364,2,,1,2005,230
26.0,676.0,11.0,409570.9270005364,2,,1,2005,230
44.0,1936.0,9.0,2136891.793046277,5,,0,2005,1200
42.0,1764.0,11.0,2136891.793046277,5,,0,2005,1200
15.0,225.0,10.0,2136891.793046277,5,,0,2005,1200
11.0,121.0,6.0,2136891.793046277,5,,0,2005,1200
7.0,49.0,3.0,2136891.793046277,5,,0,2005,1200
35.0,1225.0,13.0,3369166.0603696303,2,,0,2005,1892
74.0,5476.0,8.0,3369166.0603696303,2,,0,2005,1892
43.0,1849.0,10.0,3525871.458526357,6,,0,2005,1980
40.0,1600.0,16.0,3525871.458526357,6,,0,2005,1980
23.0,529.0,12.0,3525871.458526357,6,,0,2005,1980
18.0,324.0,13.0,3525871.458526357,6,,0,2005,1980
14.0,196.0,10.0,3525871.458526357,6,,0,2005,1980
7.0,49.0,3.0,3525871.458526357,6,,0,2005,1980
75.0,5625.0,8.0,1424594.528697518,1,,0,2005,800
43.0,1849.0,10.0,1121868.1913492954,3,,0,2005,630
20.0,400.0,12.0,1121868.1913492954,3,,0,2005,630
15.0,225.0,10.0,1121868.1913492954,3,,0,2005,630
35.0,1225.0,16.0,4345013.31252743,3,,0,2005,2440
17.0,289.0,12.0,4345013.31252743,3,,0,2005,2440
12.0,144.0,8.0,4345013.31252743,3,,0,2005,2440
56.0,3136.0,8.0,1157483.0545667333,3,,0,2005,650
55.0,3025.0,7.0,1157483.0545667333,3,,0,2005,650
19.0,361.0,13.0,1157483.0545667333,3,,0,2005,650
64.0,4096.0,8.0,2493040.4252206567,3,,0,2005,1400
53.0,2809.0,8.0,2493040.4252206567,3,,0,2005,1400
20.0,400.0,13.0,2493040.4252206567,3,,0,2005,1400
29.0,841.0,13.0,1780743.1608718976,1,,0,2005,1000
21.0,441.0,4.0,17807.431608718976,3,,1,2005,10
3.0,9.0,0.0,17807.431608718976,3,,1,2005,10
2.0,4.0,,17807.431608718976,3,,1,2005,10
76.0,5776.0,8.0,854756.7172185108,1,,0,2005,480
87.0,7569.0,4.0,2920418.783829912,2,,0,2005,1640
60.0,3600.0,16.0,2920418.783829912,2,,0,2005,1640
60.0,3600.0,19.0,5698378.114790072,3,,0,2005,3200
56.0,3136.0,16.0,5698378.114790072,3,,0,2005,3200
26.0,676.0,16.0,5698378.114790072,3,,0,2005,3200
55.0,3025.0,10.0,5164155.1665285025,4,,0,2005,2900
48.0,2304.0,23.0,5164155.1665285025,4,,0,2005,2900
16.0,256.0,12.0,5164155.1665285025,4,,0,2005,2900
15.0,225.0,9.0,5164155.1665285025,4,,0,2005,2900
60.0,3600.0,8.0,801334.4223923539,2,,0,2005,450
13.0,169.0,8.0,801334.4223923539,2,,0,2005,450
41.0,1681.0,16.0,5342229.482615693,4,,0,2005,3000
38.0,1444.0,16.0,5342229.482615693,4,,0,2005,3000
9.0,81.0,4.0,5342229.482615693,4,,0,2005,3000
5.0,25.0,1.0,5342229.482615693,4,,0,2005,3000
30.0,900.0,8.0,534222.9482615693,3,,1,2005,300
6.0,36.0,1.0,534222.9482615693,3,,1,2005,300
8.0,64.0,4.0,534222.9482615693,3,,1,2005,300
55.0,3025.0,8.0,4754584.239527967,7,,0,2005,2670
50.0,2500.0,8.0,4754584.239527967,7,,0,2005,2670
34.0,1156.0,8.0,4754584.239527967,7,72.0,0,2005,2670
29.0,841.0,11.0,4754584.239527967,7,0.0,0,2005,2670
19.0,361.0,13.0,4754584.239527967,7,,0,2005,2670
8.0,64.0,2.0,4754584.239527967,7,,0,2005,2670
2.0,4.0,,4754584.239527967,7,,0,2005,2670
59.0,3481.0,8.0,712297.264348759,1,,0,2005,400
75.0,5625.0,3.0,1068445.8965231385,2,,0,2005,600
76.0,5776.0,5.0,1068445.8965231385,2,,0,2005,600
50.0,2500.0,13.0,1780743.1608718976,4,,0,2005,1000
30.0,900.0,13.0,1780743.1608718976,4,,0,2005,1000
20.0,400.0,14.0,1780743.1608718976,4,,0,2005,1000
71.0,5041.0,8.0,1780743.1608718976,4,,0,2005,1000
45.0,2025.0,13.0,1378295.2065148486,5,,1,2005,774
46.0,2116.0,13.0,1378295.2065148486,5,,1,2005,774
19.0,361.0,11.0,1378295.2065148486,5,,1,2005,774
18.0,324.0,11.0,1378295.2065148486,5,,1,2005,774
14.0,196.0,8.0,1378295.2065148486,5,,1,2005,774
44.0,1936.0,8.0,2101276.929828839,6,,0,2005,1180
40.0,1600.0,8.0,2101276.929828839,6,,0,2005,1180
19.0,361.0,13.0,2101276.929828839,6,,0,2005,1180
16.0,256.0,11.0,2101276.929828839,6,,0,2005,1180
16.0,256.0,11.0,2101276.929828839,6,,0,2005,1180
12.0,144.0,8.0,2101276.929828839,6,,0,2005,1180
49.0,2401.0,8.0,3134107.96313454,6,,0,2005,1760
42.0,1764.0,8.0,3134107.96313454,6,,0,2005,1760
20.0,400.0,14.0,3134107.96313454,6,,0,2005,1760
18.0,324.0,13.0,3134107.96313454,6,,0,2005,1760
13.0,169.0,8.0,3134107.96313454,6,,0,2005,1760
5.0,25.0,1.0,3134107.96313454,6,,0,2005,1760
52.0,2704.0,9.0,1000777.6564100065,3,,0,2005,562
75.0,5625.0,8.0,1000777.6564100065,3,,0,2005,562
16.0,256.0,13.0,1000777.6564100065,3,,0,2005,562
49.0,2401.0,15.0,877906.3783098455,1,,0,2005,493
59.0,3481.0,11.0,6054526.746964452,3,,0,2005,3400
51.0,2601.0,13.0,6054526.746964452,3,,0,2005,3400
22.0,484.0,16.0,6054526.746964452,3,,0,2005,3400
45.0,2025.0,,3027263.373482226,7,,0,2005,1700
42.0,1764.0,,3027263.373482226,7,,0,2005,1700
23.0,529.0,9.0,3027263.373482226,7,,0,2005,1700
20.0,400.0,13.0,3027263.373482226,7,,0,2005,1700
17.0,289.0,13.0,3027263.373482226,7,,0,2005,1700
15.0,225.0,11.0,3027263.373482226,7,,0,2005,1700
8.0,64.0,5.0,3027263.373482226,7,,0,2005,1700
80.0,6400.0,8.0,267111.4741307846,1,,0,2005,150
36.0,1296.0,19.0,2314966.1091334666,2,,0,2005,1300
30.0,900.0,13.0,2314966.1091334666,2,,0,2005,1300
40.0,1600.0,13.0,1335557.3706539231,2,,0,2005,750
72.0,5184.0,4.0,1335557.3706539231,2,,0,2005,750
61.0,3721.0,3.0,1210905.3493928902,4,,1,2005,680
57.0,3249.0,8.0,1210905.3493928902,4,,1,2005,680
26.0,676.0,16.0,1210905.3493928902,4,,1,2005,680
21.0,441.0,13.0,1210905.3493928902,4,,1,2005,680
57.0,3249.0,5.0,3116300.5315258205,8,,0,2005,1750
53.0,2809.0,4.0,3116300.5315258205,8,,0,2005,1750
33.0,1089.0,13.0,3116300.5315258205,8,,0,2005,1750
36.0,1296.0,13.0,3116300.5315258205,8,,0,2005,1750
15.0,225.0,8.0,3116300.5315258205,8,,0,2005,1750
16.0,256.0,10.0,3116300.5315258205,8,,0,2005,1750
11.0,121.0,5.0,3116300.5315258205,8,,0,2005,1750
41.0,1681.0,5.0,3116300.5315258205,8,,0,2005,1750
26.0,676.0,15.0,1602668.8447847078,2,,0,2005,900
65.0,4225.0,3.0,1602668.8447847078,2,,0,2005,900
58.0,3364.0,8.0,2136891.793046277,3,,0,2005,1200
54.0,2916.0,13.0,2136891.793046277,3,,0,2005,1200
